ms_desde_inicio,diferencia,sobre_umbral,muestras_perdidas
372,16.59,0,16
1163,0.26,0,17
1479,0.06,0,17
15779,0.18,0,17
16214,0.07,0,29
16467,171.74,1,58
17591,33.28,1,79
18382,82.95,1,97
19654,83.02,1,126
19904,16.41,0,149
20160,61.67,1,175
20411,53.58,1,204
20670,34.17,1,226
20932,97.91,1,240
21184,0.07,0,245
